ID;Customer_ID;Month;Name;Age;SSN;Occupation;Annual_Income;Monthly_Inhand_Salary;Num_Bank_Accounts;Num_Credit_Card;Interest_Rate;Num_of_Loan;Type_of_Loan;Delay_from_due_date;Num_of_Delayed_Payment;Changed_Credit_Limit;Num_Credit_Inquiries;Credit_Mix;Outstanding_Debt;Credit_Utilization_Ratio;Credit_History_Age;Payment_of_Min_Amount;Total_EMI_per_month;Amount_invested_monthly;Payment_Behaviour;Monthly_Balance;Credit_Score
0x198ca;CUS_0x44ff;May;Neil Chatterjeen;35;264-12-4793;Writer;57353,16;4738,43;3;7;20;-100;Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan;6;20;16,45;0;Standard;1095,32;25,38234078;20 Years and 11 Months;No;125,0086855;217,7576661;Low_spent_Small_value_payments;421,0766484;Standard
0x198cb;CUS_0x44ff;June;Neil Chatterjeen;35;264-12-4793;Writer;57353,16;4738,43;3;7;20;3;Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan;6;20;10,45;0;Standard;1095,32;38,75594517;21 Years and 0 Months;No;125,0086855;397,3724366;Low_spent_Small_value_payments;241,4618779;Standard
0x198cc;CUS_0x44ff;July;Neil Chatterjeen;35;264-12-4793;Writer;57353,16;4738,43;3;7;20;3;Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan;6;19;10,45;0;Standard;1095,32;36,06387179;21 Years and 1 Months;No;125,0086855;124,5542814;Low_spent_Large_value_payments;494,2800331;Standard
0x198cd;CUS_0x44ff;August;Neil Chatterjeen;35;264-12-4793;Writer;57353,16;4738,43;3;7;20;3;Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan;6;20;10,45;0;Standard;1095,32;34,76859657;21 Years and 2 Months;No;125,0086855;431,951443;Low_spent_Large_value_payments;186,8828715;Standard
0x198d2;CUS_0xa5ac;January;Huwk;45;495-74-5312;Journalist;83627,12;6843,926667;6;7;9;3;Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan;5;18;8,34;8;Standard;2312,09;28,47013666;8 Years and 4 Months;Yes;189,5636324;104,4121882;High_spent_Large_value_payments;630,4168461;Standard
0x198d3;CUS_0xa5ac;February;Huwk;45;495-74-5312;Journalist;83627,12;6843,926667;6;7;9;3;Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan;5;21;8,34;8;Standard;2312,09;39,13119515;8 Years and 5 Months;Yes;189,5636324;132,7095011;High_spent_Large_value_payments;602,1195332;Standard
0x198d4;CUS_0xa5ac;March;Huwk;45;495-74-5312;Journalist;83627,12;6843,926667;6;7;9;3;Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan;5;20;12,34;8;Standard;2312,09;35,6579237;8 Years and 6 Months;Yes;189,5636324;;High_spent_Small_value_payments;340,7875443;Standard
0x198d5;CUS_0xa5ac;April;Huwk;46;495-74-5312;Journalist;83627,12;6843,926667;6;7;9;3;Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan;5;20;8,34;9;Standard;2312,09;27,80022133;8 Years and 7 Months;Yes;189,5636324;307,6417055;Low_spent_Medium_value_payments;467,1873288;Standard
0x198d6;CUS_0xa5ac;May;Huwk;46;495-74-5312;Journalist;83627,12;6843,926667;6;7;9;3;Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan;5;19;3,34;9;Standard;2312,09;35,41877395;8 Years and 8 Months;Yes;189,5636324;175,9130501;High_spent_Medium_value_payments;568,9159841;Standard
0x198d7;CUS_0xa5ac;June;Huwk;46;495-74-5312;Journalist;83627,12;6843,926667;6;7;9;3;Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan;8;23;8,34;9;Standard;2312,09;31,32587839;8 Years and 9 Months;Yes;189,5636324;;Low_spent_Small_value_payments;166,5704419;Standard
0x198d8;CUS_0xa5ac;July;Huwk;46;495-74-5312;Journalist;83627,12;6843,926667;6;7;9;3;Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan;8;20;1,34;1086;Standard;2312,09;39,76720004;8 Years and 10 Months;Yes;189,5636324;10000;High_spent_Large_value_payments;626,7344616;Standard
0x198d9;CUS_0xa5ac;August;Huwk;46;495-74-5312;Journalist;83627,12;6843,926667;6;7;9;3;Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan;5;23;8,34;9;Standard;2312,09;36,81216683;8 Years and 11 Months;Yes;189,5636324;315,4936467;Low_spent_Medium_value_payments;459,3353876;Standard
0x198de;CUS_0x19f3;January;Ryan Vlastelicak;31;940-10-6588;Entrepreneur;7361,645;673,4704167;9;10;19;9;Home Equity Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan;46;22;5,32;8;Bad;2500;38,92674355;11 Years and 8 Months;Yes;41,94567204;63,03607056;Low_spent_Small_value_payments;252,3652991;Poor
0x198df;CUS_0x19f3;February;Ryan Vlastelicak;31;940-10-6588;Entrepreneur;7361,645;673,4704167;9;10;19;190;Home Equity Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan;46;22;5,32;8;Bad;2500;29,5598056;11 Years and 9 Months;Yes;41,94567204;30,8469876;Low_spent_Medium_value_payments;274,554382;Poor
0x198e0;CUS_0x19f3;March;Ryan Vlastelicak;31;940-10-6588;Entrepreneur;7361,645;673,4704167;9;10;19;9;Home Equity Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan;46;22;5,32;8;Bad;2500;34,74308021;11 Years and 10 Months;Yes;41,94567204;52,77578127;Low_spent_Small_value_payments;262,6255884;Poor
0x198e1;CUS_0x19f3;April;Ryan Vlastelicak;31;940-10-6588;Entrepreneur;7361,645;673,4704167;9;10;19;9;Home Equity Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan;46;22;5,32;8;Bad;2500;30,82469669;11 Years and 11 Months;Yes;41,94567204;10000;Low_spent_Medium_value_payments;254,5858238;Poor
0x198e2;CUS_0x19f3;May;Ryan Vlastelicak;31;940-10-6588;Entrepreneur;7361,645;673,4704167;9;10;19;9;Home Equity Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan;46;22;5,32;8;Bad;2500;36,25325106;12 Years and 0 Months;Yes;41,94567204;10000;Low_spent_Small_value_payments;265,333189;Poor
0x198e3;CUS_0x19f3;June;Ryan Vlastelicak;31;940-10-6588;Entrepreneur;7361,645;673,4704167;9;10;19;9;Home Equity Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan;46;22;5,32;8;Bad;2500;35,82560583;12 Years and 1 Months;Yes;41,94567204;28,84082926;Low_spent_Medium_value_payments;286,5605404;Poor
0x198e4;CUS_0x19f3;July;Ryan Vlastelicak;32;940-10-6588;Entrepreneur;7361,645;673,4704167;9;10;19;9;Home Equity Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan;46;22;5,32;8;Bad;2500;33,98954833;12 Years and 2 Months;Yes;41,94567204;37,62990582;Low_spent_Medium_value_payments;267,7714638;Poor
0x198e5;CUS_0x19f3;August;Ryan Vlastelicak;31;940-10-6588;Entrepreneur;7361,645;985,8341667;9;10;19;9;Home Equity Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan;44;22;5,32;8;Bad;2500;38,69096844;12 Years and 3 Months;Yes;41,94567204;47,08127879;Low_spent_Small_value_payments;268,3200908;Standard
0x198ea;CUS_0x899d;January;ill Rigbyn;21;721-76-0335;Developer;14938,01;985,8341667;7;5;17;8;Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan;47;22;17,45;9;Bad;3446,44;23,74401102;13 Years and 10 Months;Yes;89,33792943;87,75140999;Low_spent_Large_value_payments;191,4940772;Standard
0x198eb;CUS_0x899d;February;ill Rigbyn;21;721-76-0335;Developer;14938,01;985,8341667;7;5;17;-100;Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan;46;22;17,45;13;Bad;3446,44;32,26061839;13 Years and 11 Months;Yes;31331;86,83084703;Low_spent_Large_value_payments;192,4146402;Standard
0x198ec;CUS_0x899d;March;ill Rigbyn;22;721-76-0335;Developer;14938,01;985,8341667;7;5;17;8;Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan;46;22;17,45;13;Bad;3446,44;28,64258841;14 Years and 0 Months;Yes;89,33792943;59,23893937;Low_spent_Medium_value_payments;230,0065479;Standard
0x198ed;CUS_0x899d;April;ill Rigbyn;22;721-76-0335;Developer;14938,01;985,8341667;7;1160;17;8;Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan;47;22;17,45;13;Bad;3446,44;30,93190912;14 Years and 1 Months;Yes;89,33792943;10000;Low_spent_Small_value_payments;192,9980226;Standard
0x198ee;CUS_0x899d;May;ill Rigbyn;22;721-76-0335;Developer;14938,01;985,8341667;7;5;17;8;Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan;52;22;17,45;13;Bad;3446,44;34,05860769;14 Years and 3 Months;Yes;89,33792943;102,2414878;Low_spent_Small_value_payments;197,0039994;Standard
0x198ef;CUS_0x899d;June;ill Rigbyn;22;721-76-0335;Developer;14938,01;985,8341667;7;5;17;8;Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan;47;22;17,45;13;Bad;3446,44;34,03491349;14 Years and 3 Months;Yes;89,33792943;17,16430115;High_spent_Medium_value_payments;242,0811861;Standard
0x198f0;CUS_0x899d;July;ill Rigbyn;22;721-76-0335;Developer;14938,01;985,8341667;7;5;17;8;Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan;47;24;17,45;13;Bad;3446,44;24,57509964;14 Years and 4 Months;Yes;89,33792943;61,21759175;Low_spent_Medium_value_payments;228,0278955;Standard
0x198f1;CUS_0x899d;August;ill Rigbyn;22;721-76-0335;Developer;14938,01;985,8341667;7;5;17;8;Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan;47;22;17,45;13;Bad;3446,44;36,31079516;14 Years and 5 Months;Yes;89,33792943;70,45610023;Low_spent_Small_value_payments;228,789387;Standard
0x198f6;CUS_0xad1f;January;Swatik;19;922-54-1284;Lawyer;54670,95;4798,9125;7;6;24;5;Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan;41;16;4,43;8;Bad;2635,58;36,52899777;18 Years and 3 Months;Yes;172,1712214;534,1207413;Low_spent_Small_value_payments;63,59928734;Standard
0x198f7;CUS_0xad1f;February;Swatik;19;922-54-1284;Lawyer;54670,95;4798,9125;7;6;24;5;Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan;41;16;4,43;8;Bad;2635,58;34,62217723;18 Years and 4 Months;Yes;172,1712214;215,1968924;High_spent_Small_value_payments;352,5231362;Standard
0x198f8;CUS_0xad1f;March;Swatik;19;922-54-1284;Lawyer;54670,95;4798,9125;7;6;24;5;Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan;41;19;4,43;8;Bad;2635,58;32,66271257;18 Years and 6 Months;Yes;172,1712214;171,4572889;Low_spent_Medium_value_payments;416,2627398;Standard
0x198f9;CUS_0xad1f;April;Swatik;19;922-54-1284;Lawyer;54670,95;4798,9125;7;6;24;5;Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan;41;16;2,43;8;Bad;2635,58;37,98053422;18 Years and 6 Months;Yes;172,1712214;108,3770807;High_spent_Large_value_payments;439,3429479;Poor
0x198fa;CUS_0xad1f;May;Swatik;19;922-54-1284;Lawyer;54670,95;4798,9125;7;6;24;5;Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan;43;14;4,43;8;Bad;2635,58;30,9473227;18 Years and 7 Months;Yes;172,1712214;104,0635984;High_spent_Medium_value_payments;453,6564302;Poor
0x198fb;CUS_0xad1f;June;Swatik;19;922-54-1284;Lawyer;54670,95;4798,9125;7;6;24;5;Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan;41;16;4,43;8;Bad;2635,58;24,85881694;18 Years and 8 Months;Yes;172,1712214;271,8791224;Low_spent_Medium_value_payments;315,8409062;Poor
0x198fc;CUS_0xad1f;July;Swatik;1149;922-54-1284;Lawyer;54670,95;4798,9125;7;6;24;5;Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan;44;14;3,43;8;Bad;2635,58;34,24652535;18 Years and 9 Months;Yes;172,1712214;77,07861773;High_spent_Large_value_payments;470,6414109;Poor
0x198fd;CUS_0xad1f;August;Swatik;19;922-54-1284;Lawyer;54670,95;4798,9125;7;6;24;5;Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan;41;16;4,43;8;Bad;2635,58;25,04215217;18 Years and 10 Months;Yes;172,1712214;63,24525201;High_spent_Large_value_payments;484,4747766;Poor
0x19902;CUS_0x4427;January;Rebekahi;20;701-15-5918;Engineer;67092,51;5767,0425;4;4;17;-100;Payday Loan;5;14;5,43;8;Standard;846,08;35,47580762;29 Years and 4 Months;NM;53,47969947;206,1737604;Low_spent_Large_value_payments;587,0507901;Standard
0x19903;CUS_0x4427;February;Rebekahi;20;701-15-5918;Engineer;67092,51;5767,0425;4;1323;17;1;Payday Loan;8;11;7,43;8;Standard;846,08;23,6423561;29 Years and 5 Months;No;53,47969947;569,8337868;Low_spent_Small_value_payments;243,3907637;Standard
0x19904;CUS_0x4427;March;Rebekahi;20;701-15-5918;Engineer;67092,51;5767,0425;4;4;17;1;Payday Loan;8;9;5,43;8;Standard;846,08;23,26949085;29 Years and 6 Months;No;53,47969947;589,2147555;Low_spent_Medium_value_payments;214,0097951;Standard
0x19905;CUS_0x4427;April;Rebekahi;20;701-15-5918;Engineer;67092,51;5767,0425;4;4;17;1;Payday Loan;8;11;5,43;8;Standard;846,08;39,20728059;29 Years and 7 Months;No;53,47969947;232,4025847;High_spent_Medium_value_payments;540,8219658;Standard
0x19906;CUS_0x4427;May;Rebekahi;20;701-15-5918;Engineer;67092,51;5767,0425;4;4;17;1;Payday Loan;8;9;5,43;8;Standard;846,08;34,71874451;29 Years and 8 Months;No;53,47969947;185,7526081;High_spent_Small_value_payments;597,4719424;Standard
0x19907;CUS_0x4427;June;Rebekahi;20;701-15-5918;Engineer;67092,51;5767,0425;4;4;17;1;Payday Loan;8;8;5,43;8;Standard;846,08;21,27380667;29 Years and 9 Months;No;53,47969947;692,9422763;Low_spent_Small_value_payments;120,2822742;Standard
0x19908;CUS_0x4427;July;Rebekahi;20;701-15-5918;Engineer;67092,51;5767,0425;4;4;17;1;Payday Loan;8;8;5,43;8;Standard;846,08;25,1659419;29 Years and 10 Months;No;53,47969947;;High_spent_Large_value_payments;623,056126;Standard
0x19909;CUS_0x4427;August;Rebekahi;20;701-15-5918;Engineer;67092,51;5767,0425;4;4;17;1;Payday Loan;8;9;5,43;8;Standard;846,08;40,98506979;29 Years and 11 Months;No;53,47969947;45,76325231;High_spent_Large_value_payments;717,4612982;Standard
0x1990e;CUS_0x4688;January;Strupczewskii;25;827-77-9493;Teacher;15549,06;1589,755;6;6;17;2;Student Loan, and Personal Loan;43;16;22,2;7;Bad;2063,91;26,8116975;16 Years and 10 Months;Yes;20,16589015;53,54621289;Low_spent_Medium_value_payments;365,263397;Poor
0x1990f;CUS_0x4688;February;Strupczewskii;25;827-77-9493;Teacher;15549,06;1589,755;6;6;17;2;Student Loan, and Personal Loan;43;16;18,2;7;Bad;2063,91;25,44490257;16 Years and 11 Months;Yes;20,16589015;101,7333909;Low_spent_Small_value_payments;327,0762189;Poor
0x19910;CUS_0x4688;March;Strupczewskii;25;827-77-9493;Teacher;15549,06;1589,755;6;6;17;2;Student Loan, and Personal Loan;38;13;18,2;7;Bad;2063,91;33,89517588;17 Years and 0 Months;Yes;72357;34,99968251;High_spent_Large_value_payments;343,8099273;Poor
0x19911;CUS_0x4688;April;Strupczewskii;26;827-77-9493;Teacher;15549,06;1589,755;6;6;17;2;Student Loan, and Personal Loan;45;15;18,2;7;Bad;2063,91;22,743696;17 Years and 1 Months;Yes;20,16589015;81,2106211;Low_spent_Medium_value_payments;337,5989888;Standard
0x19912;CUS_0x4688;May;Strupczewskii;26;827-77-9493;Teacher;15549,06;1589,755;6;6;17;2;Student Loan, and Personal Loan;43;17;18,2;7;Bad;2063,91;24,98569225;17 Years and 2 Months;Yes;20,16589015;122,4984982;Low_spent_Medium_value_payments;296,3111116;Poor
0x19913;CUS_0x4688;June;Strupczewskii;-500;827-77-9493;Teacher;15549,06;1589,755;6;6;17;2;Student Loan, and Personal Loan;48;16;18,2;9;Bad;2063,91;26,71543973;17 Years and 3 Months;Yes;20,16589015;168,3793198;Low_spent_Small_value_payments;260,43029;Standard
0x19914;CUS_0x4688;July;Strupczewskii;26;827-77-9493;Teacher;15549,06;1589,755;6;6;17;2;Student Loan, and Personal Loan;43;16;11,2;9;Bad;2063,91;33,10093303;17 Years and 4 Months;Yes;20,16589015;69,89259956;Low_spent_Small_value_payments;358,9170103;Poor
0x19915;CUS_0x4688;August;Strupczewskii;-500;827-77-9493;Teacher;15549,06;1589,755;6;6;17;2;Student Loan, and Personal Loan;43;16;18,2;9;Bad;2063,91;30,92732869;17 Years and 5 Months;Yes;20,16589015;27,42400127;High_spent_Large_value_payments;351,3856086;Standard
0x1991a;CUS_0xb2d2;January;Ryan Vlastelicas;46;199-93-0552;Developer;53979,12;4792,26;3;6;20;1;Auto Loan;20;17;11,87;4;Standard;543,95;36,26383674;18 Years and 3 Months;No;39,35303605;57,62029213;High_spent_Large_value_payments;622,2526718;Standard
0x1991b;CUS_0xb2d2;February;Ryan Vlastelicas;46;199-93-0552;Developer;53979,12;4792,26;3;6;20;1;Auto Loan;20;17;11,87;4;Standard;543,95;27,84496943;18 Years and 4 Months;No;39,35303605;307,8101873;Low_spent_Small_value_payments;422,0627767;Standard
0x1991c;CUS_0xb2d2;March;Ryan Vlastelicas;46;199-93-0552;Developer;53979,12;4792,26;3;6;20;1;Auto Loan;20;17;11,87;4;Standard;543,95;28,383769;18 Years and 5 Months;No;39,35303605;320,7474791;Low_spent_Large_value_payments;389,1254848;Standard
0x1991d;CUS_0xb2d2;April;Ryan Vlastelicas;8411;199-93-0552;Developer;53979,12;4792,26;3;6;20;1;Auto Loan;16;14;11,87;4;Standard;543,95;34,23277347;18 Years and 6 Months;No;39,35303605;158,5330807;High_spent_Medium_value_payments;531,3398833;Standard
0x1991e;CUS_0xb2d2;May;Ryan Vlastelicas;47;199-93-0552;Developer;53979,12;4792,26;3;6;20;1;Auto Loan;20;17;11,87;4;Standard;543,95;32,26386957;18 Years and 7 Months;No;39,35303605;195,386383;High_spent_Medium_value_payments;494,4865809;Standard
0x1991f;CUS_0xb2d2;June;Ryan Vlastelicas;47;199-93-0552;Developer;53979,12;4792,26;3;6;20;1;Auto Loan;20;17;11,87;7;Standard;543,95;37,07426177;18 Years and 10 Months;NM;39,35303605;471,5723986;Low_spent_Medium_value_payments;248,3005653;Standard
0x19920;CUS_0xb2d2;July;Ryan Vlastelicas;47;199-93-0552;Developer;53979,12;4792,26;3;6;20;1;Auto Loan;15;17;11,87;7;Standard;543,95;35,63147589;18 Years and 10 Months;No;39,35303605;191,6015892;Low_spent_Small_value_payments;538,2713748;Poor
0x19921;CUS_0xb2d2;August;Ryan Vlastelicas;47;199-93-0552;Developer;53979,12;4792,26;3;6;20;1;Auto Loan;20;17;11,87;7;Standard;543,95;31,97019408;18 Years and 10 Months;No;39,35303605;518,2219123;Low_spent_Small_value_payments;211,6510516;Poor
0x19926;CUS_0x87ec;January;Roumeliotisu;24;911-75-7932;Engineer;61056,3;5086,025;3;7;8;2;Debt Consolidation Loan, and Auto Loan;8;15;8,87;4;Standard;566,34;41,75392054;16 Years and 7 Months;Yes;83,57379524;308,410087;Low_spent_Large_value_payments;386,6186178;Standard
0x19927;CUS_0x87ec;February;Roumeliotisu;25;911-75-7932;Engineer;61056,3;5086,025;3;7;8;2;Debt Consolidation Loan, and Auto Loan;5;16;8,87;4;Standard;566,34;31,1036113;16 Years and 9 Months;Yes;83,57379524;222,1842452;High_spent_Small_value_payments;462,8444595;Standard
0x19928;CUS_0x87ec;March;Roumeliotisu;25;911-75-7932;Engineer;61056,3;5086,025;3;7;8;2;Debt Consolidation Loan, and Auto Loan;5;13;8,87;4;Standard;566,34;27,9348069;16 Years and 9 Months;Yes;83,57379524;278,7803397;Low_spent_Large_value_payments;416,2483651;Standard
0x19929;CUS_0x87ec;April;Roumeliotisu;25;911-75-7932;Engineer;61056,3;5086,025;3;7;8;2;Debt Consolidation Loan, and Auto Loan;6;13;15,87;6;Standard;566,34;37,44386729;16 Years and 10 Months;Yes;83,57379524;207,4558776;High_spent_Medium_value_payments;467,5728272;Standard
0x1992a;CUS_0x87ec;May;Roumeliotisu;25;911-75-7932;Engineer;61056,3;5086,025;3;7;8;2;Debt Consolidation Loan, and Auto Loan;5;13;_;6;Standard;566,34;38,65836199;17 Years and 0 Months;Yes;83,57379524;174,4239638;Low_spent_Medium_value_payments;530,6047409;Standard
0x1992b;CUS_0x87ec;June;Roumeliotisu;25;911-75-7932;Engineer;61056,3;5086,025;3;7;8;2;Debt Consolidation Loan, and Auto Loan;5;16;8,87;6;Standard;566,34;41,40299771;17 Years and 0 Months;Yes;83,57379524;122,0944094;High_spent_Medium_value_payments;552,9342954;Standard
0x1992c;CUS_0x87ec;July;Roumeliotisu;25;911-75-7932;Engineer;61056,3;5086,025;3;7;8;2;Debt Consolidation Loan, and Auto Loan;5;10;8,87;6;Standard;566,34;33,12085701;17 Years and 1 Months;Yes;83,57379524;221,015238;Low_spent_Medium_value_payments;484,0134667;Standard
0x1992d;CUS_0x87ec;August;Roumeliotisu;25;911-75-7932;Engineer;61056,3;5086,025;3;7;8;2;Debt Consolidation Loan, and Auto Loan;0;16;8,87;6;Standard;566,34;38,77178322;17 Years and 2 Months;Yes;83,57379524;200,2584072;High_spent_Small_value_payments;484,7702975;Standard
0x19932;CUS_0x885;January;Jessica Wohls;31;830-83-6678;Journalist;44942,23;3926,185833;1;4;7;1;Personal Loan;14;12;2,97;1;Good;1058,03;33,12713843;28 Years and 3 Months;No;26,7784089;371,1657669;Low_spent_Small_value_payments;284,6744075;Standard
0x19933;CUS_0x885;February;Jessica Wohls;31;830-83-6678;Journalist;44942,23;3926,185833;1;4;7;1;Personal Loan;14;12;2,97;4;Good;1058,03;38,02474533;28 Years and 4 Months;No;26,7784089;189,256495;High_spent_Small_value_payments;436,5836794;Standard
0x19934;CUS_0x885;March;Jessica Wohls;31;830-83-6678;_______;44942,23;3926,185833;1;4;7;1;Personal Loan;11;12;2,97;4;Good;1058,03;36,11749376;28 Years and 5 Months;No;26,7784089;143,2028765;High_spent_Small_value_payments;482,6372979;Standard
0x19935;CUS_0x885;April;Jessica Wohls;31;830-83-6678;Journalist;44942,23;3926,185833;1;4;7;1;Personal Loan;9;12;2,97;4;Good;1058,03;28,93315684;28 Years and 6 Months;No;26,7784089;55,63502149;High_spent_Medium_value_payments;560,2051529;Standard
0x19936;CUS_0x885;May;Jessica Wohls;31;830-83-6678;Journalist;44942,23;3926,185833;1;4;7;1;Personal Loan;14;9;7,97;4;Good;1058,03;38,2741249;28 Years and 8 Months;No;26,7784089;436,2067581;Low_spent_Small_value_payments;219,6334163;Standard
0x19937;CUS_0x885;June;Jessica Wohls;31;830-83-6678;Journalist;44942,23;3926,185833;1;1484;7;1;Personal Loan;14;12;_;4;Good;1058,03;26,57374211;28 Years and 8 Months;No;26,7784089;393,0112721;Low_spent_Medium_value_payments;252,8289023;Standard
0x19938;CUS_0x885;July;Jessica Wohls;32;830-83-6678;Journalist;44942,23;3926,185833;1;4;7;1;Personal Loan;14;15;2,97;4;Good;1058,03;31,46176112;28 Years and 9 Months;No;26,7784089;145,8284833;High_spent_Medium_value_payments;470,0116911;Standard
0x19939;CUS_0x885;August;Jessica Wohls;31;830-83-6678;Journalist;44942,23;3926,185833;1;4;7;1;Personal Loan;14;12;_;4;Good;1058,03;25,92495516;28 Years and 10 Months;No;26,7784089;129,6118796;High_spent_Medium_value_payments;516,2282948;Standard
0x1993e;CUS_0xaa68;January;Bhattacharjeeq;49;984-93-1916;Musician;83923,24;6723,603333;4;4;9;3;Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan;9;20;2,54;3;Good;1236,73;25,03809852;22 Years and 10 Months;No;139,3403924;472,5561016;Low_spent_Large_value_payments;330,4638393;Good
0x1993f;CUS_0xaa68;February;Bhattacharjeeq;49;984-93-1916;Musician;83923,24;6723,603333;4;4;9;3;Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan;9;21;0,54;3;Good;1236,73;34,69902734;22 Years and 10 Months;No;139,3403924;480,0293157;Low_spent_Medium_value_payments;332,9906252;Good
0x19940;CUS_0xaa68;March;Bhattacharjeeq;50;984-93-1916;Musician;83923,24;6723,603333;4;4;9;3;Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan;12;19;2,54;3;Good;1236,73;30,17736964;22 Years and 11 Months;No;139,3403924;588,2746065;Low_spent_Small_value_payments;234,7453344;Good
0x19941;CUS_0xaa68;April;Bhattacharjeeq;50;984-93-1916;Musician;83923,24;6723,603333;4;4;9;3;Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan;9;19;-3,46;3;Good;1236,73;25,7153732;23 Years and 0 Months;No;139,3403924;89,70263792;High_spent_Large_value_payments;683,317303;Good
0x19942;CUS_0xaa68;May;Bhattacharjeeq;50;984-93-1916;Musician;83923,24;6723,603333;4;4;9;3;Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan;9;19;2,54;3;Good;1236,73;26,12448991;23 Years and 1 Months;No;139,3403924;216,8115653;Low_spent_Medium_value_payments;596,2083756;Good
0x19943;CUS_0xaa68;June;Bhattacharjeeq;50;984-93-1916;Musician;83923,24;6723,603333;4;4;9;3;Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan;9;19;2,54;3;Good;1236,73;33,93515462;23 Years and 3 Months;No;139,3403924;119,564463;High_spent_Large_value_payments;653,4554779;Good
0x19944;CUS_0xaa68;July;Bhattacharjeeq;50;984-93-1916;Musician;83923,24;6723,603333;4;4;9;3;Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan;4;20;2,54;3;Good;1236,73;25,60097151;23 Years and 3 Months;No;139,3403924;82,70600642;High_spent_Medium_value_payments;700,3139345;Good
0x19945;CUS_0xaa68;August;Bhattacharjeeq;50;984-93-1916;Musician;83923,24;6723,603333;4;4;9;3;Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan;9;19;2,54;3;Good;1236,73;31,33189591;23 Years and 4 Months;No;139,3403924;195,5921292;High_spent_Medium_value_payments;587,4278117;Good
